text,label,adverse
"Pt disclosed history substance abuse leading him/her into homelessness after losing employment opportunities due addiction-related problems interfering work performance which eventually led termination contract agreement between employer employee relationship ended abruptly without warning leaving individual stranded without means supporting themselves financially long term basis until they could find another source income stream sufficient cover basic necessities life including food, clothing medical care if needed urgently during times crisis arise unexpectedly (e.g., natural disasters)",HOUSING,adverse
Patient stated he/she cannot find suitable accommodation within budget constraints given limited availability affordable housing options area; we recommended exploring various online platforms dedicated connecting renters landlords directly bypassing traditional real estate agents middlemen who often charge exorbitant fees commissions just facilitate transactions between parties involved.,HOUSING,adverse
Pt reports feeling unsafe in current situation involving sharing an overcrowded apartment with multiple roommates who engage drug use and other illegal activities; we provided information on resources such as transitional housing programs designed specifically address these types situations.,HOUSING,adverse
The pt lives alone but struggles financially high utility bills during winter months when heating costs skyrocketed beyond what they can afford without sacrificing basic necessities like food or medication expenses which are equally important maintaining good health status overall.,HOUSING,adverse
"Patient expressed concern over rising property taxes making it difficult elderly mother-in-law owns outright relies solely Social Security benefits cover all expenses associated owning home including maintenance fees, insurance premiums etc., leaving little left discretionary spending needs arise unexpectedly (e.g., medical emergencies).",HOUSING,adverse
Pt shared that she had been couch surfing since losing her job several weeks ago because could no longer afford monthly rental payments required by lease agreement signed prior becoming unemployed ;we referred her to social services for assistance accessing emergency shelter programs.,HOUSING,adverse
The patient’s landlord refused necessary repairs despite repeated requests leading him/her into legal battles over tenant rights violations resulting in forced relocation elsewhere; we provided information on resources such as housing advocacy groups designed specifically help tenants navigate complex legal system when dealing with unresponsive landlords or property management companies,HOUSING,adverse
"Patient expressed concerns about living conditions at a local shelter where he/she currently resides, citing overcrowding and lack of privacy as major issues affecting mental health ;we referred them to social services for assistance accessing alternative housing options that may better meet their needs (e.g., transitional housing programs).",HOUSING,adverse
Pt was recently discharged from hospitalization severe depression but has no stable home environment support system available upon discharge; we referred them to community-based organizations providing case management services aimed helping individuals,HOUSING,adverse
"Patient reports difficulty attending appointments due to the long commute from their home, which is approximately 50 miles away from our clinic.",TRANSPORTATION,adverse
The patient missed their appointment today as they were unable to find a ride and do not have access to reliable transportation.,TRANSPORTATION,adverse
"Due to ongoing road construction in the area, many patients are experiencing delays and difficulties reaching our clinic on time for scheduled appointments.",TRANSPORTATION,adverse
The patient expresses concerns about traveling by public transit due to recent incidents of violence on buses and trains in the area.,TRANSPORTATION,adverse
"Despite living only a few miles away, this patient has difficulty walking or biking due to mobility issues related to chronic pain conditions.",TRANSPORTATION,adverse
This elderly patient requires assistance with transportation as they no longer feel comfortable driving themselves or using public transit alone,TRANSPORTATION,adverse
The lack of affordable parking near our facility presents significant challenges for patients who must drive themselves here for treatment,TRANSPORTATION,adverse
This young adult recently moved into an apartment complex that is located far from any major bus routes or train stations,TRANSPORTATION,adverse
Patients who live outside city limits often struggle with finding reliable rideshare services such as Uber or Lyft at reasonable prices,TRANSPORTATION,adverse
Many low-income families cannot afford regular car maintenance costs like oil changes and tire rotations necessary for safe travel over long distances,TRANSPORTATION,adverse
Some patients report feeling unsafe while waiting at bus stops late at night after evening appointments,TRANSPORTATION,adverse
"A number of my older adult patients rely heavily on family members' availability when it comes time for medical visits; however, these caregivers may also be juggling work schedules making coordination difficult",TRANSPORTATION,adverse
One mother expressed concern about her child's ability safely navigate crossing busy streets en route between school pickup/drop-off locations & doctor’s office,TRANSPORTATION,adverse
Another parent mentioned how hard it was getting children ready early enough before morning rush hour traffic made commutes even more challenging than usual,TRANSPORTATION,adverse
Patient reported being stranded during last visit because paratransit service did not show up within expected window of time,TRANSPORTATION,adverse
A patient with a history of seizures is unable to drive themselves and must rely on family members or friends for transportation,TRANSPORTATION,adverse
The lack of wheelchair accessible public transit options in the area makes it difficult for patients who use mobility devices to travel independently,TRANSPORTATION,adverse
Some patients have expressed concern about using ride-sharing services due to past experiences where drivers were not familiar with how best accommodate their medical needs,TRANSPORTATION,adverse
"Patients living in rural areas often face long wait times when calling ambulances, which can be especially problematic during emergencies",TRANSPORTATION,adverse
One patient reported that they had missed an appointment because there was no parking available near our clinic. They ended up having park several blocks away and walk despite limited mobility.,TRANSPORTATION,adverse
Another individual mentioned feeling anxious while traveling by bus as they are prone motion sickness symptoms such as nausea & dizziness,TRANSPORTATION,adverse
Patient reports difficulty scheduling appointments around work schedule since employer does not offer flexible hours,TRANSPORTATION,adverse
Many individuals experiencing homelessness struggle accessing healthcare facilities due distance from shelters or temporary housing locations,TRANSPORTATION,adverse
Several elderly patients report being uncomfortable asking strangers for directions when navigating unfamiliar neighborhoods en route between home/clinic,TRANSPORTATION,adverse
Patients undergoing chemotherapy may experience fatigue making longer commutes particularly challenging,TRANSPORTATION,adverse
A number of my clients live alone without any nearby relatives/friends able assist them getting back forth from medical visits,TRANSPORTATION,adverse
Low-income families may find it difficult affording gas money necessary driving long distances required reach specialist clinics located outside immediate vicinity,TRANSPORTATION,adverse
Some parents mention struggling finding reliable childcare arrangements needed attend scheduled appointments without children present,TRANSPORTATION,adverse
"Families caring loved ones disabilities requiring specialized equipment (e.g., oxygen tanks) express concerns over safety transporting these items via public transit systems",TRANSPORTATION,adverse
"Older adults who do not own smartphones feel left out technological advances like ridesharing apps, limiting access affordable transportation options",TRANSPORTATION,adverse
Clients receiving mental health treatment sometimes avoid attending sessions if means taking crowded buses/trains triggering anxiety related disorders,TRANSPORTATION,adverse
"Patients with limited English proficiency may struggle navigating unfamiliar public transit systems, leading missed appointments or delays",TRANSPORTATION,adverse
Some patients report feeling unsafe walking alone at night after evening medical visits due to poorly lit streets and high crime rates in certain neighborhoods,TRANSPORTATION,adverse
The patient expressed concern about the cost of transportation as they are currently unemployed and cannot afford regular bus fares.,TRANSPORTATION,adverse
A number of my clients have mentioned difficulty accessing our clinic during inclement weather conditions such as snowstorms or heavy rainfalls,TRANSPORTATION,adverse
"Many individuals living below poverty line rely on food banks for basic necessities like groceries; however, these resources often located far away from clinics making travel difficult",TRANSPORTATION,adverse
Several parents mention struggling finding reliable childcare arrangements needed attend scheduled appointments without children present,TRANSPORTATION,adverse
"Families caring loved ones disabilities requiring specialized equipment (e.g., oxygen tanks) express concerns over safety transporting these items via public transit systems",TRANSPORTATION,adverse
"Older adults who do not own smartphones feel left out technological advances like ridesharing apps, limiting access affordable transportation options",TRANSPORTATION,adverse
Clients receiving mental health treatment sometimes avoid attending sessions if means taking crowded buses/trains triggering anxiety related disorders,TRANSPORTATION,adverse
"Patients with limited English proficiency may struggle navigating unfamiliar public transit systems, leading missed appointments or delays",TRANSPORTATION,adverse
Some patients report feeling unsafe walking alone at night after evening medical visits due to poorly lit streets and high crime rates in certain neighborhoods,TRANSPORTATION,adverse
The patient expressed concern about the cost of transportation as they are currently unemployed and cannot afford regular bus fares.,TRANSPORTATION,adverse
A number of my clients have mentioned difficulty accessing our clinic during inclement weather conditions such as snowstorms or heavy rainfalls,TRANSPORTATION,adverse
"Many individuals living below poverty line rely on food banks for basic necessities like groceries; however, these resources often located far away from clinics making travel difficult",TRANSPORTATION,adverse
One parent reported that their child has a severe peanut allergy which makes it challenging find safe snacks while traveling long distances between home/clinic,TRANSPORTATION,adverse
"Patients with chronic pain conditions may experience increased discomfort during long car rides, leading missed appointments or delays",TRANSPORTATION,adverse
Some individuals report feeling uncomfortable using public transit systems due to past experiences harassment from other passengers,TRANSPORTATION,adverse
Patients who live in areas without reliable cell phone service struggle scheduling transportation via ride-sharing apps like Uber/Lyft,TRANSPORTATION,adverse
A patient recently moved into an apartment complex that is located far from any major bus routes or train stations making travel challenging,TRANSPORTATION,adverse
Many patients express concern about the cost of parking near our clinic as rates can be quite high especially for those visiting frequently,TRANSPORTATION,adverse
The lack of wheelchair accessible taxis makes it difficult for some patients to attend medical appointments independently,TRANSPORTATION,adverse
Several parents mention struggling finding reliable childcare arrangements needed attend scheduled appointments without children present,TRANSPORTATION,adverse
"Families caring loved ones disabilities requiring specialized equipment (e.g., oxygen tanks) express concerns over safety transporting these items via public transit systems",TRANSPORTATION,adverse
"Older adults who do not own smartphones feel left out technological advances like ridesharing apps, limiting access affordable transportation options",TRANSPORTATION,adverse
Clients receiving mental health treatment sometimes avoid attending sessions if means taking crowded buses/trains triggering anxiety related disorders,TRANSPORTATION,adverse
"Patients with limited English proficiency may struggle navigating unfamiliar public transit systems, leading missed appointments or delays",TRANSPORTATION,adverse
Some patients report feeling unsafe walking alone at night after evening medical visits due to poorly lit streets and high crime rates in certain neighborhoods,TRANSPORTATION,adverse
The patient expressed concern about the cost of transportation as they are currently unemployed and cannot afford regular bus fares.,TRANSPORTATION,adverse
A number of my clients have mentioned difficulty accessing our clinic during inclement weather conditions such as snowstorms or heavy rainfalls,TRANSPORTATION,adverse
"Many individuals living below poverty line rely on food banks for basic necessities like groceries; however, these resources often located far away from clinics making travel difficult",TRANSPORTATION,adverse
Patients undergoing dialysis treatments require frequent trips back forth between home/clinic which can be particularly taxing given their medical condition.,TRANSPORTATION,adverse
"Patient arrived at appointment with his ex-wife, who was present to discuss their child custody agreement.",RELATIONSHIP,adverse
The patient reported being separated from his spouse for the past six months and experiencing feelings of loneliness and depression.,RELATIONSHIP,adverse
"Patient discussed coping strategies following the recent loss of her husband, including attending grief counseling sessions twice a week.",RELATIONSHIP,adverse
"During today's session, patient disclosed that she has never been married but is currently in a long-term relationship with her partner.",RELATIONSHIP,adverse
"The patient brought along his girlfriend to today's appointment; however, he mentioned that they have recently decided to end their relationship due to personal differences.",RELATIONSHIP,adverse
Today’s session focused on helping the patient navigate co-parenting challenges after separating from her husband last year,RELATIONSHIP,adverse
Patient shared concerns about dating again after going through a difficult divorce two years ago,RELATIONSHIP,adverse
Pt expressed frustration over not having enough time for herself since becoming widowed 6 months ago while also caring for children,RELATIONSHIP,adverse
The pt revealed feeling lonely despite being single by choice as all friends are now married or busy raising families,RELATIONSHIP,adverse
Today’s discussion centered around how pts separation had impacted family dynamics especially when it comes down sharing parenting responsibilities,RELATIONSHIP,adverse
Patient talked about struggling financially since divorcing three years ago and exploring options such as seeking legal assistance or financial planning advice,RELATIONSHIP,adverse
During this visit we explored ways in which patients can cope better during anniversaries related to deceased spouses passing away,RELATIONSHIP,adverse
We discussed how pts social support system could be strengthened given lack thereof post-divorce,RELATIONSHIP,adverse
Patients former marriage continues impacting current relationships leading us into discussing potential therapy options,RELATIONSHIP,adverse
The patient arrived with her husband who reported that she had been experiencing chest pain.,RELATIONSHIP,nonadverse
Patient and his wife came in for a follow-up appointment to discuss the results of his blood work.,RELATIONSHIP,nonadverse
Pt is accompanied by her partner who has noticed changes in their relationship since pt started taking antidepressants.,RELATIONSHIP,nonadverse
Mr. Smith reports feeling supported by his spouse throughout his recent cancer diagnosis and treatment plan.,RELATIONSHIP,nonadverse
Ms.Jones's fiancé expressed concern over her persistent coughing during our consultation today,RELATIONSHIP,nonadverse
"Patient arrived with their girlfriend, concerned about an ongoing rash on their arm",RELATIONSHIP,nonadverse
Mr.Brown was accompanied by both of his wives for support following a recent heart attack,RELATIONSHIP,nonadverse
Pt disclosed to me that they were recently divorced after years of struggling with infertility issues,RELATIONSHIP,nonadverse
The patient’s husband shared concerns regarding the effectiveness of current medication regimen at managing symptoms related to Parkinson’s disease,RELATIONSHIP,nonadverse
Pt mentioned having difficulty sleeping due to snoring which prompted discussion around sleep apnea testing options available through insurance coverage or referral if necessary based on severity level determined upon evaluation together as couple/team effort towards better health outcomes overall!,RELATIONSHIP,nonadverse
"Patient brought along partner/spouse/loved one/family member (as appropriate) for emotional support during initial intake session where we discussed history/background information relevant medical conditions/treatments received thus far etc., including any past surgeries/procedures performed previously elsewhere if applicable so as not miss anything important moving forward when developing care plans tailored specifically individual needs/goals/etc., while also addressing potential barriers/challenges may arise along way such scheduling conflicts transportation issues financial constraints etc.,",RELATIONSHIP,nonadverse
"Ms.Smith presented alongside significant other expressing frustration over lack progress made despite multiple attempts various treatments modalities tried already without success; agreed explore alternative approaches going forward together collaboratively make informed decisions best interests long-term wellness goals mind,",RELATIONSHIP,nonadverse
Patient and his husband discussed concerns about their fertility options during a preconception counseling appointment.,RELATIONSHIP,nonadverse
Mr. Johnson arrived with his partner to discuss treatment options for chronic back pain.,RELATIONSHIP,nonadverse
"Pt disclosed that they were in an open relationship, which may impact sexual health screening recommendations or discussions around contraception use as appropriate based on individual needs/goals/etc., while also addressing potential barriers/challenges may arise along way such scheduling conflicts transportation issues financial constraints etc.,",RELATIONSHIP,nonadverse
The patient’s wife reported noticing changes in her husband's mood since starting a new medication regimen,RELATIONSHIP,nonadverse
Ms.Lee brought her girlfriend to the appointment today to discuss contraceptive options available through insurance coverage or referral if necessary based on severity level determined upon evaluation together as couple/team effort towards better health outcomes overall!,RELATIONSHIP,nonadverse
"Patient mentioned feeling unsupported by spouse who has been dismissive of symptoms related anxiety disorder; encouraged explore couples therapy resources available locally address underlying issues contributing current state mental/emotional wellbeing,",RELATIONSHIP,nonadverse
Pt is accompanied by their boyfriend who expressed concern over recent weight gain despite efforts made dietary/exercise modifications recommended previously;,RELATIONSHIP,nonadverse
The patient’s fiancé shared concerns regarding the effectiveness of current medication regimen at managing symptoms related to depression,RELATIONSHIP,nonadverse
"Patient presented alongside significant other expressing frustration over lack progress made despite multiple attempts various treatments modalities tried already without success; agreed explore alternative approaches going forward together collaboratively make informed decisions best interests long-term wellness goals mind,",RELATIONSHIP,nonadverse
Mrs.Johnson came into my office with her partner concerned about persistent joint pain she had been experiencing lately,RELATIONSHIP,nonadverse
"Pt arrived with both parents present, discussing family history relevant medical conditions/treatments received thus far etc., including any past surgeries/procedures performed previously elsewhere if applicable so as not miss anything important moving forward when developing care plans tailored specifically individual needs/goals/etc., while also addressing potential barriers/challenges may arise along way such scheduling conflicts transportation issues financial constraints etc.,",RELATIONSHIP,nonadverse
The patient's spouse noted that their partner has been experiencing increased anxiety and depression symptoms since the onset of COVID-,RELATIONSHIP,nonadverse
2,RELATIONSHIP,nonadverse
"Pt mentioned feeling unsupported by spouse who has been dismissive of symptoms related to chronic pain; encouraged explore couples therapy resources available locally address underlying issues contributing current state mental/emotional wellbeing,",RELATIONSHIP,nonadverse
"Patient arrived with her fiancé, concerned about a recent change in bowel habits",RELATIONSHIP,nonadverse
Mr. Davis's husband reported that he had noticed an increase in his partner's forgetfulness over the past few months.,RELATIONSHIP,nonadverse
The patient’s wife expressed concern regarding her husband’s alcohol consumption and its impact on his overall health,RELATIONSHIP,nonadverse
"Pt disclosed being polyamorous which may impact sexual health screening recommendations or discussions around contraception use as appropriate based on individual needs/goals/etc., while also addressing potential barriers/challenges may arise along way such scheduling conflicts transportation issues financial constraints etc.,",RELATIONSHIP,nonadverse
"Patient presented alongside significant other expressing frustration over lack progress made despite multiple attempts various treatments modalities tried already without success; agreed explore alternative approaches going forward together collaboratively make informed decisions best interests long-term wellness goals mind,",RELATIONSHIP,nonadverse
"Ms.Jones came into my office accompanied by both parents, discussing family history relevant medical conditions/treatments received thus far etc., including any past surgeries/procedures performed previously elsewhere if applicable so as not miss anything important moving forward when developing care plans tailored specifically individual needs/goals/etc., while also addressing potential barriers/challenges may arise along way such scheduling conflicts transportation issues financial constraints etc..",RELATIONSHIP,nonadverse
"The patient is a 35-year-old mother of two children, ages 7 and 10, who presented with complaints of fatigue and difficulty sleeping.",PARENT,adverse
A father of three teenagers came in today with concerns about his son's recent weight loss and lack of appetite.,PARENT,adverse
"During the visit, the patient mentioned that she had recently given birth to her second child four months ago and was experiencing postpartum depression symptoms such as low mood and decreased energy levels.",PARENT,adverse
Patient reports difficulty paying rent due to part-time employment at Jim's Fish.,EMPLOYMENT,adverse
"Unemployment benefits have been the sole source of income for patient over the past 2 months, leading to financial strain.",EMPLOYMENT,adverse
Former car mechanic has been on disability since diagnosis and unable to work in previous occupation.,EMPLOYMENT,adverse
"Despite being on disability, patient is working as an Uber driver intermittently to help with expenses.",EMPLOYMENT,adverse
Recent job loss has caused significant stress and anxiety for patient who was previously employed full-time as a teacher's aide.,EMPLOYMENT,adverse
Patient expresses concern about losing health insurance coverage after recent layoff from factory job due to downsizing measures by employer,EMPLOYMENT,adverse
Prolonged unemployment following termination from previous position causing emotional distress and feelings of inadequacy according to report by patient during session today,EMPLOYMENT,adverse
Patient feels overwhelmed trying juggle multiple jobs while also caring for family members at home,EMPLOYMENT,adverse
Financial insecurity stemming from inconsistent hours at current place of employment contributing significantly increased levels anxiety reported by pt today,EMPLOYMENT,adverse
Lack affordable childcare options making it difficult maintain steady employment schedule according statement made during visit earlier this week,EMPLOYMENT,adverse
Inability secure stable housing situation despite consistent efforts find suitable living arrangements creating additional stressors impacting overall well-being per discussion with pt yesterday,EMPLOYMENT,adverse
Difficulty finding work that accommodates physical limitations resulting chronic pain condition discussed extensively throughout appointment this morning,EMPLOYMENT,adverse
Patient currently experiencing harassment workplace environment which may be exacerbating pre-existing mental health concerns noted in chart review prior consultation,EMPLOYMENT,adverse
Concerns regarding potential exposure COVID-19 within workplace prompting request medical leave absence documentation presented during telehealth call last week,EMPLOYMENT,adverse
Challenges balancing caregiving responsibilities elderly parent alongside demands full time nursing position highlighted conversation between physician & pt earlier today,EMPLOYMENT,adverse
Unexpected reduction wages without explanation or justification leaving employee feeling undervalued & underappreciated shared openly frustration expressed via email correspondence received yesterday evening,EMPLOYMENT,adverse
"Recently diagnosed with chronic illness, patient expresses concern about ability maintain current job responsibilities while also managing symptoms & treatment plan effectively",EMPLOYMENT,adverse
Financial instability due to lack steady employment opportunities leading increased reliance on credit cards discussed during session today,EMPLOYMENT,adverse
Patient reports experiencing discrimination based on gender identity within workplace environment resulting in significant emotional distress and anxiety noted by physician during consultation,EMPLOYMENT,adverse
Difficulty finding work that aligns with personal values and beliefs contributing feelings dissatisfaction towards career path expressed openly throughout appointment this morning,EMPLOYMENT,adverse
Inability secure reasonable accommodations for disability-related needs at current place of employment creating additional barriers impacting overall quality life according statement made by pt earlier this week,EMPLOYMENT,adverse
"Prolonged exposure toxic work environment causing physical manifestations stress including headaches, muscle tension, & gastrointestinal issues reported via telehealth call last night",EMPLOYMENT,adverse
Patient currently navigating complex legal battle regarding wrongful termination from previous position prompting request medical documentation support case presented during visit yesterday afternoon,EMPLOYMENT,adverse
Concerns regarding safety measures implemented within workplace amidst ongoing pandemic voiced repeatedly over past several appointments per chart review prior consultation,EMPLOYMENT,adverse
Unable find sustainable income source following recent layoff from long-term position as administrative assistant shared candidly via email correspondence received earlier today,EMPLOYMENT,adverse
Experiencing burnout after years working high-stress corporate job leading desire transition into more fulfilling career field highlighted conversation between physician & pt earlier this morning,EMPLOYMENT,adverse
Lack access affordable healthcare options making it difficult manage chronic health conditions alongside full-time employment schedule discussed extensively throughout appointment yesterday,EMPLOYMENT,adverse
Challenges balancing demands single parenthood alongside need maintain consistent income stream noted by patient multiple times over course recent visits,EMPLOYMENT,adverse
Recent diagnosis mental health condition has significantly impacted ability perform duties required at current place of employment shared openly frustration experienced via phone call last night,EMPLOYMENT,adverse
Overwhelming workload combined insufficient pay rates leaving employee feeling undervalued and underappreciated according report provided by HR department reviewed prior consultation,EMPLOYMENT,adverse
Difficulty securing stable housing situation despite consistent efforts find suitable living arrangements creating additional stressors impacting overall well-being per discussion with pt yesterday,EMPLOYMENT,adverse
Patient expresses concern about potential exposure COVID-19 within workplace prompting request medical leave absence documentation presented during telehealth call last week,EMPLOYMENT,adverse
Challenges balancing caregiving responsibilities elderly parent alongside demands full time nursing position highlighted conversation between physician & pt earlier today,EMPLOYMENT,adverse
Unexpected reduction wages without explanation or justification leaving employee feeling undervalued and underappreciated shared openly frustration expressed via email correspondence received yesterday evening,EMPLOYMENT,adverse
"Recently diagnosed with chronic illness, patient expresses concern about ability maintain current job responsibilities while also managing symptoms & treatment plan effectively",EMPLOYMENT,adverse
Financial instability due to lack steady employment opportunities leading increased reliance on credit cards discussed during session today,EMPLOYMENT,adverse
Patient reports experiencing discrimination based on gender identity within workplace environment resulting in significant emotional distress and anxiety noted by physician during consultation,EMPLOYMENT,adverse
Difficulty finding work that aligns with personal values and beliefs contributing feelings dissatisfaction towards career path expressed openly throughout appointment this morning,EMPLOYMENT,adverse
Inability secure reasonable accommodations for disability-related needs at current place of employment creating additional barriers impacting overall quality life according statement made by pt earlier this week,EMPLOYMENT,adverse
"Prolonged exposure toxic work environment causing physical manifestations stress including headaches, muscle tension, & gastrointestinal issues reported via telehealth call last night",EMPLOYMENT,adverse
Concerns regarding safety measures implemented within workplace amidst ongoing pandemic voiced repeatedly over past several appointments per chart review prior consultation,EMPLOYMENT,adverse
Unable find sustainable income source following recent layoff from long-term position as administrative assistant shared candidly via email correspondence received earlier today,EMPLOYMENT,adverse
Experiencing burnout after years working high-stress corporate job leading desire transition into more fulfilling career field highlighted conversation between physician & pt earlier this morning,EMPLOYMENT,adverse
Lack access affordable healthcare options making it difficult manage chronic health conditions alongside full-time employment schedule discussed extensively throughout appointment yesterday,EMPLOYMENT,adverse
Challenges balancing demands single parenthood alongside need maintain consistent income stream noted by patient multiple times over course recent visits,EMPLOYMENT,adverse
Recent diagnosis mental health condition has significantly impacted ability perform duties required at current place of employment shared openly frustration experienced via phone call last night,EMPLOYMENT,adverse
Overwhelming workload combined insufficient pay rates leaving employee feeling undervalued and underappreciated according report provided by HR department reviewed prior consultation,EMPLOYMENT,adverse
Difficulty securing stable housing situation despite consistent efforts find suitable living arrangements creating additional stressors impacting overall well-being per discussion with pt yesterday,EMPLOYMENT,adverse
The patient works as a construction worker and reports frequent exposure to loud noises.,EMPLOYMENT,nonadverse
The patient is currently unemployed due to the COVID-19 pandemic and expresses concerns about financial stability.,EMPLOYMENT,nonadverse
"Patient is a full-time teacher at XYZ Elementary School, reporting high levels of stress during the school year.",EMPLOYMENT,nonadverse
The patient has been on disability leave from work for several months due to chronic back pain that limits mobility.,EMPLOYMENT,nonadverse
Pt works in an office setting with prolonged sitting hours leading to complaints of lower back pain and stiffness,EMPLOYMENT,nonadverse
The pt's job requires standing for long periods which exacerbates their varicose veins symptoms,EMPLOYMENT,nonadverse
Pt reported being laid off from his previous job as an accountant causing significant distress over finances,EMPLOYMENT,nonadverse
"Patient recently retired after working 35 years in manufacturing industry, presenting with occupational-related lung disease",EMPLOYMENT,nonadverse
Pt who worked as a hairstylist developed carpal tunnel syndrome requiring surgical intervention,EMPLOYMENT,nonadverse
Patient reports living alone and feeling isolated.,SUPPORT,adverse
Pt expresses concern about not having anyone to turn to for emotional support.,SUPPORT,adverse
Patient has no family or friends nearby to assist with transportation needs.,SUPPORT,adverse
Pt is struggling financially and does not have any relatives who can provide financial assistance.,SUPPORT,adverse
"The patient's spouse passed away recently, leaving them without a primary caregiver at home",SUPPORT,adverse
The patient reports difficulty managing daily tasks due to limited mobility and no one available for assistance,SUPPORT,adverse
Pt states they do not have anyone close by whom they can rely on during medical emergencies,SUPPORT,adverse
Patient feels overwhelmed caring for themselves after surgery as there is nobody around,SUPPORT,adverse
The pt lives alone & cannot manage the household chores along with taking care of themselves post-surgery,SUPPORT,adverse
Patient lacks access to reliable transportation which makes it difficult getting regular check-ups done,SUPPORT,adverse
"Pt struggles finding someone trustworthy enough when needing help running errands such as grocery shopping etc.,",SUPPORT,adverse
"The pt fears being discharged from hospital early because of lacking adequate caregiving resources at home,",SUPPORT,adverse
"Patient worries about how they will cope if their condition worsens over time without any supportive network around them,",SUPPORT,adverse
Pt expresses concerns regarding medication adherence since there’s nobody present reminding them regularly,SUPPORT,adverse
There are no local community groups or organizations providing social activities where the patient could meet new people,SUPPORT,adverse
It appears that the pt may be experiencing depression due largely in part because of isolation experienced while living solo,SUPPORT,adverse
"Without proper follow-up appointments scheduled, this individual may struggle staying compliant w/ treatment plan recommendations",SUPPORT,adverse
Lack of familial/social relationships means less opportunity than most individuals would experience receiving encouragement throughout recovery process,SUPPORT,adverse
No known caregivers exist within immediate vicinity making it challenging ensuring basic hygiene needs met consistently,SUPPORT,adverse
"This person seems particularly vulnerable given current circumstances (e.g., lack of social support, limited mobility)",SUPPORT,adverse
Patient reports feeling lonely and isolated since moving to a new city without any friends or family nearby,SUPPORT,adverse
Pt is struggling with managing their chronic illness due to the absence of someone who can provide emotional support,SUPPORT,adverse
The patient has no one available for assistance in coordinating medical appointments and transportation needs.,SUPPORT,adverse
Pt expresses concern about not having anyone around during hospitalization which could lead them feeling more anxious than usual,SUPPORT,adverse
"Without access to reliable transportation options, it's difficult ensuring regular check-ups are attended as recommended by healthcare professionals",SUPPORT,adverse
"This individual may benefit from additional resources such as home health aides given current circumstances (e.g., living alone w/ limited mobility)",SUPPORT,adverse
Lack of familial/social relationships means less opportunity than most individuals would experience receiving encouragement throughout recovery process,SUPPORT,adverse
No known caregivers exist within immediate vicinity making it challenging ensuring basic hygiene needs met consistently,SUPPORT,adverse
Patient seems overwhelmed caring for themselves after surgery without anybody else present at home assisting them,SUPPORT,adverse
It appears that this person’s mental health status may be impacted significantly because they feel so socially disconnected from others.,SUPPORT,adverse
"Pt arrived with her husband and sister, who have been providing emotional support throughout treatment.",SUPPORT,nonadverse
Pt's son has been helping with transportation to appointments since she is unable to drive due to medication side effects.,SUPPORT,nonadverse
"During hospitalization, pt's friends organized a meal train for the family so they wouldn't have to worry about cooking.",SUPPORT,nonadverse
Pt lives alone but has weekly visits from her church group for companionship and assistance with household tasks.,SUPPORT,nonadverse
The patient reports feeling isolated at home after surgery but has found comfort in online support groups related to their condition.,SUPPORT,nonadverse
Patient relies on public transportation and expresses gratitude towards kind strangers who offer help navigating routes or carrying bags up stairs,SUPPORT,nonadverse
"Pt was accompanied by his partner today, who helps manage medications and provides encouragement during difficult days",SUPPORT,nonadverse
Patient recently moved across the country for treatment but feels supported by frequent phone calls from loved ones back home,SUPPORT,nonadverse
Pt expressed concern over caring for young children while undergoing chemotherapy; social worker provided resources including babysitting services offered through local non-profits,SUPPORT,nonadverse
Family members take turns staying overnight in the hospital room when pt requires extended stays,SUPPORT,nonadverse
The patient reported financial strain due medical bills; social worker connected them with community organizations that provide financial assistance,SUPPORT,nonadverse
"During recovery period post-surgery , neighbors brought meals daily as well as helped out around house chores such as mowing lawn etc",SUPPORT,nonadverse
The patient attends regular therapy sessions where he discusses coping strategies related not only physical symptoms of illness  also mental health concerns associated it,SUPPORT,nonadverse
A close friend accompanies pt every week during dialysis treatments offering conversation & distraction which makes procedure more tolerable,SUPPORT,nonadverse
Patient receives rideshare vouchers through insurance plan making travel easier especially when no one else available,SUPPORT,nonadverse
"After being diagnosed w/ chronic illness ,pt joined an exercise class specifically designed people living similar conditions ; now looks forward attending each session because of supportive environment created there",SUPPORT,nonadverse
"Husband of pt has been taking on extra responsibilities at home since she became ill, including cooking and cleaning.",SUPPORT,nonadverse
Pt's daughter visits her in the hospital every day after work to provide emotional support.,SUPPORT,nonadverse
Patient is part of a local cancer survivor group that meets monthly for social activities and mutual encouragement,SUPPORT,nonadverse
Pt expressed gratitude towards their employer who allowed flexible scheduling during treatment so they could attend appointments without losing income,SUPPORT,nonadverse
The patient relies heavily on his service dog for companionship as well as assistance with daily tasks such as opening doors or retrieving dropped items,SUPPORT,nonadverse
Friends from church organized a fundraiser to help cover medical expenses not covered by insurance; patient reports feeling overwhelmed by community support,SUPPORT,nonadverse
"Patient reported concerns about the recent rent increase at their assisted living facility, expressing worry over how they will afford to continue residing there.",HOUSING,adverse
"During our appointment, patient disclosed that they have been struggling to make mortgage payments and are worried about potential foreclosure on their home.",HOUSING,adverse
"Patient shared that due to financial difficulties, they have been staying with a friend and do not currently have a permanent mailing address.",HOUSING,adverse
"Upon further discussion of social determinants of health, it was revealed that patient is currently experiencing homelessness and has been seeking shelter at various local shelters in the area.",HOUSING,adverse
